title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,book_id,library_id
Silent Night: The Remarkable Christmas Truce of 1914,Stanley Weintraub,3.6,0684866226,9780684866222,eng,256,4041,179,10/30/2001,Pocket Books,0241491,2
Thursday's Child (Margaret Thursday  #1),Noel Streatfeild,3.98,0440486874,9780440486879,eng,256,1059,38,12/1/1985,Yearling,023788,2
The Metamorphosis,Peter Kuper/Franz Kafka/Kerstin Hasenpusch,3.79,1400047951,9781400047956,eng,78,181,26,8/5/2003,Crown,027717,2
The Whore's Child and Other Stories,Richard Russo,3.75,009943752X,9780099437529,eng,240,2738,252,11/1/2003,Vintage Books USA,0212366,2
The Monkey's Wrench,Primo Levi/William Weaver/Ruth Feldman/Ruth Tenzer Feldman,3.92,0140188924,9780140188929,eng,192,601,34,7/1/1995,Penguin,026180,2
Geisha,Liza Dalby,4.0,0520204956,9780520204959,eng,367,3730,142,10/1/1998,University of California Press,024620,2
Orville: A Dog Story,Haven Kimmel/Robert Andrew Parker,4.13,061815955X,9780618159550,en-US,32,159,39,9/22/2003,Clarion Books,0215168,2
Seven Up (Stephanie Plum  #7),Janet Evanovich,4.16,0312980140,9780312980146,en-US,337,103618,1820,6/17/2002,St. Martin's Press,026424,2
Baghdad Without a Map and Other Misadventures in Arabia,Tony Horwitz,3.98,0452267455,9780452267459,eng,285,3653,196,1/1/1992,Plume Books,0229446,2
Changelings,Anne McCaffrey/Elizabeth Ann Scarborough,3.77,0345470036,9780345470034,en-US,320,1818,60,12/26/2006,Del Rey,0220074,2
Horton Hatches the Egg,Dr. Seuss,4.16,0007175191,9780007175192,eng,64,37851,597,10/2/2004,Harpercollins Children's Books,0211301,2
Ghost Hunters: William James and the Search for Scientific Proof of Life After Death,Deborah Blum,3.7,1594200904,9781594200908,eng,371,833,127,8/3/2006,Penguin Press,0228827,2
Caesar's Commentaries: On the Gallic War & On the Civil War,Gaius Julius Caesar/James H. Ford/W.A. McDevitte,4.12,0976072610,9780976072614,eng,340,424,31,10/1/2005,El Paso Norte Press,0237807,2
King Solomon's Ring,Konrad Lorenz/Marjorie Kerr Wilson,4.23,0415267471,9780415267472,eng,192,1509,80,8/11/2002,Routledge,0213965,2
A Matter of Trust (Justice  #0),Radclyffe,4.21,1933110333,9781933110332,eng,240,942,26,2/1/2006,Bold Strokes Books,0234816,2
Death of an Expert Witness (Adam Dalgliesh #6),P.D. James,3.99,0571204201,9780571204205,eng,306,8045,265,5/20/2002,Gardners Books,023828,2
Mrs. Dalloway,Virginia Woolf/Maureen Howard,3.79,0151009988,9780151009985,eng,194,176190,5595,10/28/2002,Houghton Mifflin Harcourt,0214942,2
Divine,Karen Kingsbury,4.28,141430935X,9781414309354,eng,355,9043,424,5/17/2007,Tyndale House Publishers,026657,2
Lost Illusions (La Comédie Humaine),Honoré de Balzac/Ellen Marriage/George Saintsbury,4.16,1406506583,9781406506587,eng,656,6422,161,5/1/2006,Dodo Press,0225932,2
Sweet Revenge,Lynsay Sands,3.99,0843946806,9780843946802,eng,400,1786,90,2/1/2004,Leisure Books,0239401,2
Twelfth Night,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.98,0743484967,9780743484961,eng,222,188,14,8/1/2005,Simon  Schuster,0212980,2
Remembrance of Things Past: Volume II - The Guermantes Way & Cities of the Plain,Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin,4.53,0394711831,9780394711836,en-US,1216,866,42,8/27/1982,Vintage,0228395,2
A Pale View of Hills,Kazuo Ishiguro,3.74,0571225373,9780571225378,eng,183,12858,1036,3/3/2005,Faber and Faber,0228920,2
Readings for Meditation and Reflection,C.S. Lewis/Walter Hooper,4.32,0060652853,9780060652852,eng,176,272,27,1/5/1996,HarperOne,0230616,2
My Secret Garden: Women's Sexual Fantasies,Nancy Friday,3.68,0671019872,9780671019877,eng,361,1817,123,10/28/2003,Pocket Books,022997,2
Act of Treason (Mitch Rapp  #9),Vince Flynn,4.29,1416542264,9781416542261,eng,467,768,47,8/28/2007,Pocket Books,0226723,2
A Time to Embrace (Timeless Love  #2),Karen Kingsbury,4.35,1595542329,9781595542328,eng,400,3728,141,10/29/2006,Thomas Nelson,029487,2
Under Orders (Sid Halley  #4),Dick Francis,3.87,0399154000,9780399154003,eng,308,4119,252,10/1/2006,Putnam Publishing Group,028520,2
Game of Shadows: Barry Bonds  BALCO  and the Steroids Scandal that Rocked Professional Sports,Mark Fainaru-Wada/Lance Williams,3.81,1592402682,9781592402687,en-US,348,165,24,3/1/2007,Avery,0226748,2
No More Christian Nice Guy: When Being Nice--Instead of Good--Hurts Men  Women and Children,Paul Coughlin/Laura Schlessinger,3.77,0764200925,9780764200922,eng,224,284,33,12/31/2005,Bethany House Publishers,0212069,2
Love Mode  Vol. 3,Yuki Shimizu,4.15,1598160125,9781598160123,eng,184,585,14,7/3/2006,Blu,0225919,2
What Would Machiavelli Do?: The Ends Justify the Meanness,Stanley Bing,3.45,0066620104,9780066620107,eng,176,464,58,7/28/2004,Harper Business,0220519,2
Midnight Riders: The Story of the Allman Brothers Band,Scott  Freeman,3.97,0316294527,9780316294522,eng,343,278,16,7/1/1996,Little  Brown and Company,0242390,2
Kafka on the Shore,Haruki Murakami/Philip Gabriel,4.14,1400043662,9781400043668,en-US,436,1989,315,1/26/2005,Knopf Publishing Group,0245314,2
Never Let Me Go,Kazuo Ishiguro,3.82,0676977111,9780676977110,eng,288,1177,163,1/31/2006,Vintage Books,026335,2
L'Étranger,Albert Camus,3.98,207030602X,9782070306022,fre,207,688,50,3/1/2005,Editions Gallimard,0227769,2
Memoranda,Jeffrey Ford/Jacques Guiod,3.9,2290319708,9782290319703,fre,253,206,13,12/10/2002,J'ai Lu,0239749,2
Venice: Lion City: The Religion of Empire,Garry Wills,3.76,0671047647,9780671047641,eng,416,124,20,9/3/2002,Washington Square Press,0220810,2
Serenissima aka Shylock's Daughter,Erica Jong,3.29,0440201047,9780440201045,eng,384,282,17,3/1/1988,Dell,029681,2
Double Dealer (CSI: Crime Scene Investigation  #1),Max Allan Collins/Mike Flaherty,3.67,0743444043,9780743444040,en-US,320,1029,53,4/1/2003,Pocket Books,0222063,2
A Drink Before the War (Kenzie & Gennaro  #1),Dennis Lehane,3.95,0156029022,9780156029025,eng,282,29089,1523,9/15/2003,Mariner Books,0221685,2
Among the Dolls,William Sleator,3.65,0765352397,9780765352392,eng,96,548,84,5/2/2006,Starscape,0224889,2
Le Petit Prince,Antoine de Saint-Exupéry,4.31,0156013983,9780156013987,fre,87,3045,215,9/4/2001,Mariner Books,0228865,2
Beatrice's Goat,Page McBrier/Lori Lohstoeter/Hillary Rodham Clinton,4.25,0689869908,9780689869907,eng,40,546,113,7/1/2004,Aladdin,0240106,2
This Is Push: New Stories from the Edge,David Levithan/Patricia McCormick/Matthue Roth/Kevin Waltman/Samantha Schutz/Coe Booth/Eddie de Oliveira/Tanuja Desai Hidier/Kevin Brooks/Chris Wooding/Markus Zusak/Brian James/Kristen Kemp/Eireann Corrigan/Christopher Krovatin/Billy Merrell,3.63,0439890284,9780439890281,eng,240,223,23,2/1/2007,Push,0223229,2
Star Wars: Clone Wars  Volume 1: The Defense of Kamino and Other Tales,John Ostrander/W. Haden Blackman,3.85,1569719624,9781569719626,eng,128,911,38,9/15/2003,Dark Horse Books,0235417,2
Status Anxiety,Alain de Botton,3.91,0375725350,9780375725357,eng,306,7957,535,5/10/2005,Vintage,0223425,2
The Tale of the Unknown Island,José Saramago/Peter Sís/Margaret Jull Costa,3.89,0156013037,9780156013031,eng,64,3331,242,10/5/2000,Mariner Books,022529,2
The Spirit Catches You and You Fall Down: A Hmong Child  Her American Doctors  and the Collision of Two Cultures,Anne Fadiman,4.17,0374525641,9780374525644,eng,341,60656,4194,9/30/1998,Noonday Press,0212609,2
Three Greek Plays: Prometheus Bound/Agamemnon/The Trojan Women,Euripides/Aeschylus/Edith Hamilton,4.06,0393002039,9780393002034,en-US,240,77,13,11/28/1958,W.W. Norton & Company,0227295,2
Hollywood Tough (Shane Scully  #3),Stephen J. Cannell/Paul Michael/Michael Prichard,3.86,1559278226,9781559278225,eng,10,825,49,1/7/2003,Macmillan Audio,0221527,2
This Christmas,Jane Green/Jennifer Coburn/Liz Ireland,3.19,0821778064,9780821778067,eng,480,1153,92,10/1/2009,Zebra,0231105,2
The Weekend Novelist,Robert J. Ray/Bret Norris,3.67,0823084507,9780823084500,eng,266,368,36,4/1/2005,Billboard Books,0233002,2
Flashman on the March (The Flashman Papers  #12),George MacDonald Fraser,4.08,1400096464,9781400096466,en-US,352,1646,66,11/14/2006,Anchor,0225319,2
Suzanne's Diary for Nicholas,James Patterson,4.17,0446611085,9780446611084,eng,289,131662,4267,8/1/2003,Vision,027494,2
La telaraña de Carlota,E.B. White/Guillermo Solana/Garth Williams,4.17,006075740X,9780060757403,spa,224,225,38,10/4/2005,HarperCollins Espanol,0244254,2
The Odes,Pindar/Cecil Maurice Bowra/Daniel C. Snell/Dawson William Turner/Maehler/Abraham Moore,3.89,014044209X,9780140442090,eng,256,1052,23,9/30/1982,Penguin Books,0213337,2
Clay's Quilt,Silas House,3.95,0345450698,9780345450692,eng,320,2685,235,2/26/2002,Ballantine Books,0226654,2
Paws Before Dying (A Dog Lover's Mystery  #4),Susan Conant,3.9,0425144305,9780425144305,eng,197,427,20,1/1/1960,Berkley Books,0239361,2
What Came Before He Shot Her (Inspector Lynley  #14),Elizabeth  George,3.56,0060545623,9780060545628,eng,560,6669,668,10/17/2006,Harper,0231364,2
The Complete Stories of Evelyn Waugh,Evelyn Waugh,3.99,0316926604,9780316926607,eng,640,765,57,9/20/2000,Back Bay Books,0230937,2
The View From Castle Rock,Alice Munro,3.68,0771065264,9780771065262,eng,368,53,12,11/19/2008,McClelland and Stewart,029816,2
Zen and the Art of Happiness,Chris Prentiss,4.05,0943015537,9780943015538,eng,145,2955,270,6/28/2006,Power Press,0238212,2
The Turn of the Screw/Daisy Miller,Henry James,3.61,0440391547,9780440391548,eng,192,959,55,8/1/1954,Laurel,0216208,2
Theories of Relativity,Barbara Haworth-Attard,3.91,0805077901,9780805077902,eng,240,760,75,9/1/2005,Henry Holt and Co. (BYR),0215846,2
The Last Temptation (Tony Hill & Carol Jordan  #3),Val McDermid,4.01,0312936915,9780312936914,eng,496,4991,271,3/1/2005,St. Martin's Paperbacks,028741,2
The Soul Drinkers Omnibus (Soul Drinkers #1-3),Ben Counter,3.77,1844164160,9781844164165,eng,767,790,37,12/26/2006,Games Workshop(uk),0231644,2
Fugitive Pieces,Anne Michaels,3.93,0679776591,9780679776598,eng,304,12209,947,5/26/1998,Vintage,0215836,2
Nemesis (Miss Marple  #12),Agatha Christie,3.85,0451200187,9780451200181,eng,224,18896,771,5/1/2000,Signet,0231304,2
Who Was Thomas Jefferson?,Dennis Brindell Fradin/Nancy Harrison/John   O'Brien,4.07,0448431459,9780448431451,eng,103,692,80,7/28/2003,Penguin Workshop,028510,2
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,0767902521,9780767902526,eng,284,4315,532,5/4/1999,Broadway Books,029789,2
Ready for Anything: 52 Productivity Principles for Getting Things Done,David    Allen,3.85,0143034545,9780143034544,eng,165,3832,178,12/28/2004,Penguin Books,022581,2
Goddess of the Sea (Goddess Summoning  #1),P.C. Cast,3.87,0425192792,9780425192795,eng,368,7847,439,10/7/2003,Berkley Sensation,0230196,2
Getting Things Done: The Art of Stress-Free Productivity,David    Allen,3.99,0142000280,9780142000281,en-GB,267,105507,3838,12/31/2002,Penguin Books,021633,2
Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)  #27),Rumiko Takahashi,4.09,1591164591,9781591164593,eng,200,891,13,8/10/2004,VIZ Media LLC,0232186,2
Crime and Punishment,Fyodor Dostoyevsky/Larissa Volokhonsky/Richard Pevear,4.21,0679420290,9780679420293,eng,564,6950,381,5/25/1993,Random House,0217879,2
The Birth of Tragedy/The Genealogy of Morals,Friedrich Nietzsche/Francis Golffing,4.01,0385092105,9780385092104,en-US,320,843,42,5/7/1990,Anchor,022821,2
Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,0802789471,9780802789471,eng,32,1773,274,4/1/2005,Walker & Company,02639,2
In the Dark of the Night,John Saul,3.88,034548701X,9780345487018,eng,324,4278,178,7/18/2006,Ballantine Books,026545,2
Burning Bright,Tracy Chevalier,3.36,052594978X,9780525949787,eng,320,10919,1113,3/20/2007,Dutton,022871,2
Mystic River,Dennis Lehane,4.18,0060584750,9780060584757,eng,416,109447,2859,2/1/2001,William Morrow Paperbacks,0221671,2
The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,0007136587,9780007136582,eng,1200,682,43,9/16/2002,Not Avail,025898,2
My Education: A Book of Dreams,William S. Burroughs,3.7,0140094547,9780140094541,eng,193,1055,47,6/1/1996,Penguin Books,0223948,2
The Dark Half,Stephen King,3.77,5550707004,9785550707005,eng,431,103,16,11/1/1989,Viking Books,0213448,2
Three Plays of Euripides: Alcestis/Medea/The Bacchae,Euripides/Paul Roche,3.97,0393093123,9780393093124,eng,144,243,23,2/17/1974,W.W. Norton & Company,0226522,2
The Sisters: The Saga of the Mitford Family,Mary S. Lovell,3.97,0393324141,9780393324143,eng,611,8132,589,5/20/2003,W.W. Norton & Company,0223856,2
Humboldt's Gift,Saul Bellow,3.86,0140189440,9780140189445,eng,487,6995,378,6/1/1996,Penguin Classics,0211494,2
Authentic Happiness: Using the New Positive Psychology to Realize Your Potential for Lasting Fulfillment,Martin E.P. Seligman,3.95,0743222989,9780743222983,eng,336,8515,331,1/5/2004,Atria Books,0228012,2
The Jungle Books,Rudyard Kipling/Alev Lytle Croutier,4.02,0451529758,9780451529756,eng,368,78036,692,5/3/2005,Signet Classics,0241684,2
Miami Blues (Hoke Moseley #1),Charles Willeford/Elmore Leonard,3.94,1400032466,9781400032464,eng,191,2897,178,8/10/2004,Vintage Crime/Black Lizard,02216,2
As You Like It,William Shakespeare,3.83,074348486X,9780743484862,eng,263,62368,1291,8/23/2011,Simon Schuster,0242607,2
The Beatles and Philosophy: Nothing You Can Think that Can't Be Thunk,Michael Baur/Steven Baur/James S. Spiegel,3.63,0812696069,9780812696066,eng,288,157,14,10/25/2006,Open Court,0222514,2
Youngblood Hawke,Herman Wouk,4.04,0316955175,9780316955171,en-US,783,1248,68,5/15/1992,Back Bay Books,0242990,2
Taxi Driver,Paul Schrader,4.12,0571203159,9780571203154,eng,116,1030,24,2/21/2000,Faber  Faber,0228418,2
Formas breves,Ricardo Piglia,4.17,843392463X,9788433924636,spa,144,240,30,6/1/2001,Anagrama,021642,2
J.K. Rowling - A Biography,Sean Smith,3.73,1843170175,9781843170174,eng,248,937,41,5/1/2003,Michael O'Mara Books,0241900,2
The Boys Start the War  the Girls Get Even,Phyllis Reynolds Naylor,4.13,0440409713,9780440409717,eng,10,366,23,6/1/1994,Yearling Books,0224198,2
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,0553381679,9780553381672,eng,512,184418,4432,6/25/2002,Bantam,021295,2
Snow Crash,Neal Stephenson/Guy Abadia,4.03,0553380958,9780553380958,eng,438,188100,6612,8/2/2000,Bantam Books,02830,2
The Acme Novelty Library,Chris Ware,4.31,0375422951,9780375422959,en-US,108,2786,77,9/20/2005,Pantheon Books,027552,2
The Passion,Jeanette Winterson,4.11,0802135226,9780802135223,eng,176,15572,1008,8/7/1997,Grove Press,0215047,2
Phaedo,Plato/Eva Brann/Peter Kalkavage/Eric Salem,4.04,0941051692,9780941051699,eng,118,94,12,9/1/1998,Focus,026346,2
The Breaker,Minette Walters,3.62,0515128821,9780515128826,eng,384,2919,142,8/1/2000,Jove,0245119,2
Legend of the Worst Boy in the World,Eoin Colfer/Glenn McCoy,3.76,0786855037,9780786855032,en-US,101,328,43,5/1/2007,Hyperion Books for Children,0245438,2
Love,Pablo Neruda,4.46,0786881488,9780786881482,eng,43,1333,68,6/16/1995,Miramax Books,025937,2
Paradise,Toni Morrison,3.8,0452280397,9780452280397,eng,318,19927,812,4/1/1999,Plume (Penguin Books Ltd),025198,2
The Legacy of Sovereign Joy: God's Triumphant Grace in the Lives of Augustine  Luther  and Calvin (The Swans Are Not Silent  #1),John Piper,4.27,1581348134,9781581348132,eng,158,839,65,8/11/2006,Crossway Books,0245354,2
A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,3.9,1400033179,9781400033171,eng,304,696,49,4/19/2005,Anchor,0232099,2
Blind Willow  Sleeping Woman,Haruki Murakami/Jay Rubin/Philip Gabriel,3.84,1400096081,9781400096084,eng,362,1162,132,9/1/2007,Vintage,0245296,2
The Brothers Lionheart,Astrid Lindgren/Ilon Wikland/Jill M. Morgan,4.36,1930900244,9781930900240,eng,231,20235,453,12/31/2004,Purple House Press,0219312,2
The Sunday Philosophy Club (Isabel Dalhousie  #1),Alexander McCall Smith,3.36,1400077095,9781400077090,eng,272,16314,1764,7/12/2005,Anchor,0215904,2
Harry Potter Boxed Set  Books 1-5 (Harry Potter  #1-5),J.K. Rowling/Mary GrandPré,4.78,0439682584,9780439682589,eng,2690,41428,164,9/13/2004,Scholastic,028,2
Hikaru no Go  Vol. 1: Descent of the Go Master (Hikaru no Go  #1),Yumi Hotta/Takeshi Obata,4.1,159116222X,9781591162223,eng,187,8921,207,5/19/2004,VIZ Media LLC,0213590,2
Either/Or: A Fragment of Life,Søren Kierkegaard/Victor Eremita/Alastair Hannay,4.17,0140445773,9780140445770,eng,640,6405,127,12/1/1992,Penguin Classics,0224970,2
Big Dead Place: Inside the Strange and Menacing World of Antarctica,Nicholas Johnson/Eirik Sonneland,3.72,0922915997,9780922915996,eng,260,436,95,6/1/2005,Feral House,0240919,2
Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),J.K. Rowling/Mary GrandPré,4.56,043965548X,9780439655484,eng,435,2339585,36325,5/1/2004,Scholastic Inc.,025,2
Gathering Blue (The Giver  #2),Lois Lowry,3.82,0385732562,9780385732567,eng,240,132584,9341,9/25/2000,Delacorte Press,0212936,2
The Annotated Huckleberry Finn,Mark Twain/Michael Patrick Hearn/E.W. Kemble,3.82,0393020398,9780393020397,eng,656,185,18,10/17/2001,W. W. Norton  Company,022962,2
Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,3.7,0061124265,9780061124266,eng,210,132064,5452,6/1/2006,Harper Perennial,021431,2
Blackout (Kat Bronsky #2),John J. Nance,3.96,0330481916,9780330481915,eng,672,572,36,12/9/2000,Pan Books,0244128,2
Dr. Faustus,Christopher Marlowe,3.8,0486282082,9780486282084,eng,64,45469,935,10/20/1994,Dover Publications,0218525,2
Moon Palace,Paul Auster,3.94,0140115854,9780140115857,eng,320,16099,503,4/1/1990,Penguin Books,02447,2
Lost in the Funhouse,John Barth,3.7,0385240872,9780385240871,eng,205,5052,305,3/1/1988,Anchor Books,0212885,2
Dairy Queen (Dairy Queen  #1),Catherine Gilbert Murdock,3.74,0618683070,9780618683079,eng,275,25441,2241,5/22/2006,Houghton Mifflin,0216178,2
Rouse Up  O Young Men of the New Age!,Kenzaburō Ōe,3.69,1843540789,9781843540786,eng,272,282,25,7/10/2003,Atlantic Books,0225198,2
Elric of Melniboné (The Elric Saga  #1),Michael Moorcock,3.89,0441203981,9780441203987,eng,181,20559,682,7/15/1987,Ace Books,0230036,2
Crime Partners,Donald Goines,4.2,0870678817,9780870678813,eng,159,474,21,11/1/2000,Holloway House,0238056,2
Selected Stories of Anton Chekhov,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.35,0553381008,9780553381009,eng,467,27027,466,10/31/2000,Modern Library,025693,2
No Idle Hands: The Social History of American Knitting,Anne Macdonald,4.02,0345362535,9780345362537,eng,512,456,61,5/19/1990,Ballantine,0224497,2
Betraying Spinoza: The Renegade Jew Who Gave Us Modernity,Rebecca Goldstein,3.92,0805242090,9780805242096,en-US,304,536,79,5/30/2006,Schocken,0212876,2
Looking Awry: An Introduction to Jacques Lacan through Popular Culture,Slavoj Žižek,4.04,026274015X,9780262740159,eng,188,1316,51,9/8/1992,MIT Press,0218911,2
The Death of Ivan Ilych & Other Stories,Leo Tolstoy,4.11,1593080697,9781593080693,eng,400,263,37,12/15/2003,Barnes  Noble Classics,0218385,2
The Years of Rice and Salt,Kim Stanley Robinson,3.73,0553580078,9780553580075,eng,763,9344,995,6/3/2003,Bantam Books,022723,2
Hand to Mouth: A Chronicle of Early Failure,Paul Auster,3.62,0312422326,9780312422325,eng,176,1575,89,8/1/2003,Picador,0219484,2
Tinsel,William Goldman,3.19,0440187354,9780440187356,eng,399,258,14,6/15/1980,Dell,0221783,2
Sarah (Women of Genesis  #1),Orson Scott Card,3.88,0765341174,9780765341174,eng,341,9828,1004,9/17/2001,Forge,027958,2
The Group,Mary McCarthy,3.66,0451025016,9780451025012,eng,397,61,17,9/1/1964,Signet,0211295,2
The Case of the Glamorous Ghost (Perry Mason),Erle Stanley Gardner,3.89,0345437861,9780345437860,eng,232,604,35,2/29/2000,Fawcett Books,0216763,2
The Common Good,Noam Chomsky/David Barsamian/Arthur Naiman,4.01,1878825089,9781878825087,eng,190,435,18,7/1/2002,Odonian Press,0238344,2
R-T  Margaret  and the Rats of NIMH (Rats of NIMH  #3),Jane Leslie Conly/Leonard B. Lubin,3.54,0064403874,9780064403870,eng,272,662,29,9/30/1991,HarperCollins,0224704,2
The Gabriel Hounds,Mary  Stewart,3.92,0061145394,9780061145391,eng,322,3629,145,11/28/2006,HarperTorch,0227691,2
Snow Treasure,Marie McSwigan/Mary Reardon,3.97,0142402249,9780142402245,eng,208,5279,489,10/5/2006,Puffin Books,0234601,2
Kim,Rudyard Kipling/Jeffrey Meyers,3.72,1593081928,9781593081928,eng,286,398,63,12/15/2003,Barnes  Noble Classics,0210698,2
A Birthday for Frances,Russell Hoban/Lillian Hoban,4.24,0099432447,9780099432449,eng,32,2256,71,6/6/2002,Harper Collins,0224904,2
The Doom That Came to Sarnath and Other Stories,H.P. Lovecraft/Lin Carter,4.12,0345331052,9780345331052,eng,208,2774,65,9/13/1991,Del Rey,0236316,2
El catalejo lacado (La Materia Oscura  #3),Philip Pullman,4.09,8440699476,9788440699473,spa,446,565,49,5/1/2005,Ediciones B,0245487,2
Hunting the Hunter (On the Run  #6),Gordon Korman,4.21,0439651417,9780439651417,eng,151,1928,85,2/1/2006,Scholastic,023119,2
Illuminations: Essays and Reflections,Walter Benjamin/Hannah Arendt/Harry Zohn/Leon Wieseltier,4.29,0805202412,9780805202410,eng,288,9254,194,1/13/1969,Schocken,022725,2
Trapped in the Mirror: Adult Children of Narcissists in Their Struggle for Self,Elan Golomb,3.82,0688140718,9780688140717,en-US,272,779,82,3/28/1995,William Morrow Paperbacks,0237566,2
The Blind Watchmaker,Richard Dawkins,4.08,0393315703,9780393315707,eng,468,1093,77,9/17/1996,W. W. Norton  Company,027527,2
The Purpose of Your Life: Finding Your Place In The World Using Synchronicity  Intuition  And Uncommon Sense,Carol Adrienne/James Redfield,3.76,0688166253,9780688166250,eng,320,218,27,3/17/1999,William Morrow Paperbacks,0231222,2
Julie and Julia: 365 Days  524 Recipes  1 Tiny Apartment Kitchen,Julie Powell,3.7,031610969X,9780316109697,eng,310,136123,5852,9/1/2005,Little Brown and Company,0213747,2
The Changeling Sea,Patricia A. McKillip,4.06,0141312629,9780141312620,eng,137,4454,302,4/14/2003,Firebird,0259,2
Reduced Shakespeare: The Attention-impaired Readers Guide to the World's Best Playwright,Reed Martin/Austin Tichenor,4.13,1401302203,9781401302207,en-US,256,281,53,7/11/2006,Hachette Books,0242055,2
Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,0142000272,9780142000274,en-US,838,2415,397,12/1/2001,Penguin Books,025685,2
The Changeling (Daughters of England  #15),Philippa Carr,3.98,0449146979,9780449146972,eng,369,345,12,8/28/1990,Ivy Books,0266,2
Alone (Detective D.D. Warren  #1),Lisa Gardner/Anna Fields,3.96,0553584537,9780553584530,eng,451,44349,1850,12/27/2005,Bantam,0232527,2
Gai-Jin (Asian Saga  #3),James Clavell,3.86,044021680X,9780440216803,eng,1236,10757,296,4/3/1994,Dell,0242929,2
Bouvard and Pecuchet,Gustave Flaubert/Αχιλλέας Κυριακίδης/Mark Polizzotti/Raymond Queneau,3.86,1564783936,9781564783936,eng,328,2820,103,3/28/2006,Dalkey Archive Press,0240763,2
Margherita Dolce Vita,Stefano Benni/Antony Shugaar,3.71,1933372206,9781933372204,en-US,208,1704,100,11/1/2006,Europa Editions,0243959,2
Bringing Down The House,Ben Mezrich,3.89,0099468239,9780099468233,en-GB,320,518,61,5/6/2004,Arrow,024144,2
The Fires of Heaven (The Wheel of Time  #5),Robert Jordan,4.16,1857232097,9781857232097,eng,912,113052,1673,7/4/1994,Orbit,0213895,2
Helena,Evelyn Waugh/George Weigel/Amy Welborn,3.6,082942122X,9780829421224,eng,264,772,82,3/1/2005,Loyola Classics,0230938,2
Rock Star Superstar,Blake Nelson,3.61,0142405744,9780142405741,en-US,229,310,34,4/6/2006,Speak,0241851,2
The Moscow Vector (Covert-One  #6),Patrick Larkin/Robert Ludlum,3.98,0312990715,9780312990718,eng,464,6321,80,2/7/2006,St. Martin's Paperbacks,0231227,2
Martian Time-Slip,Philip K. Dick,3.77,185798837X,9781857988376,eng,226,353,33,7/8/1999,Gollancz,0240361,2
Who Moved My Cheese?,Spencer Johnson/Kenneth H. Blanchard,3.8,0091883768,9780091883768,eng,96,311436,8421,2/7/2002,Vermilion,024894,2
The Five People You Meet in Heaven,Mitch Albom,3.93,1401308589,9781401308582,eng,196,520051,16562,9/23/2003,Hyperion,023431,2
Gilliam on Gilliam (Directors on Directors),Terry Gilliam/Ian Christie,4.1,0571202802,9780571202805,eng,294,264,13,11/15/1999,Faber  Faber,0224546,2
The Love You Make: An Insider's Story of the Beatles,Peter     Brown/Steven Gaines/Anthony DeCurtis,4.08,0451207351,9780451207357,eng,464,2491,110,11/5/2002,NAL,0235581,2
The Devil's in the Details (A Camilla MacPhee Mystery  #4),Mary Jane Maffini,4.0,189491712X,9781894917124,eng,320,63,11,10/1/2004,Napoleon and Co,0210170,2
The Complete Maus,Art Spiegelman,4.55,0141014083,9780141014081,eng,296,111475,5966,10/2/2003,Penguin Books,0215195,2
The Life and Times of Scrooge McDuck Companion,Don Rosa,4.48,1888472405,9781888472400,eng,208,959,22,9/19/2006,Gemstone Publishing,025310,2
Something Borrowed (Darcy & Rachel  #1),Emily Giffin,3.85,031232118X,9780312321185,eng,322,454917,7487,6/1/2004,St. Martin's Press,0242156,2
The Trumpet of the Swan,E.B. White/Fred Marcellino,4.08,0064408671,9780064408677,eng,252,63915,1825,10/3/2000,HarperCollins,0224335,2
In Harm's Way: The Sinking of the USS Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,4.29,0805073663,9780805073669,eng,339,16684,892,5/1/2003,Owl Books,0242435,2
The Stranger Beside Me: Ted Bundy: The Shocking Inside Story,Ann Rule,4.14,0451203267,9780451203267,eng,548,54029,2779,6/1/2001,Signet,0215654,2
Doce cuentos peregrinos,Gabriel García Márquez,4.03,1400034949,9781400034949,spa,192,3205,195,11/14/2006,Vintage,0222176,2
The Origin of Species,Charles Darwin,3.98,0785819118,9780785819110,eng,703,78431,1355,5/1/2004,Castle Books,0222463,2
His Majesty's Dragon (Temeraire  #1),Naomi Novik,4.05,0345481283,9780345481283,eng,356,62589,4920,3/28/2006,Del Rey,0228876,2
Twisted: The Collected Short Stories,Jeffery Deaver,3.93,0743491599,9780743491594,eng,480,3093,205,11/1/2004,Pocket Books,0228567,2
